index,path,symbol,coin_name,UCID,key_derivation,xprv_priv_header,xprv_pub_header,pub_key_hash,script_hash,wif,main_version_byte,test_version_bytes,evm,comment,status,level
712,0x800002c8,SERF,Serfnet,,,,,,,,,,,,,1
713,0x800002c9,XTL,Katal Chain,,,,,,,,,,,,,1
714,0x800002ca,BNB,Binance,,,,,,,,,,,,,1
715,0x800002cb,SIN,Sinovate,,,,,,,,,,,,,1
716,0x800002cc,DLN,Delion,,,,,,,,,,,,,1
717,0x800002cd,BONTE,Bontecoin,,,,,,,,,,,,,1
718,0x800002ce,PEER,Peer,,,,,,,,,,,,,1
719,0x800002cf,ZET,Zetacoin,,,0x0488ADE4,0x0488B21E,0x50,0x09,0xe0,,,,,,1
720,0x800002d0,ABY,Artbyte,,,,,,,,,,,,,1
721,0x800002d1,PGX,Mirai Chain,,,,,,,,,,,,,1
722,0x800002d2,IL8P,InfiniLooP,,,,,,,,,,,,,1
723,0x800002d3,,,,,,,,,,,,,,,1
724,0x800002d4,XVC,Vanillacash,,,,,,,,,,,,,1
725,0x800002d5,MCX,MultiCash,,,,,,,,,,,,,1
726,0x800002d6,,,,,,,,,,,,,,,1
727,0x800002d7,BLU,BluCrates,,,,,,,,,,,,,1
728,0x800002d8,,,,,,,,,,,,,,,1
729,0x800002d9,,,,,,,,,,,,,,,1
730,0x800002da,HEALIOS,Tenacity,,,,,,,,,,,,,1
731,0x800002db,BMK,Bitmark,,,,,,,,,,,,,1
732,0x800002dc,,,,,,,,,,,,,,,1
733,0x800002dd,,,,,,,,,,,,,,,1
734,0x800002de,DENTX,DENTNet,,,,,,,,,,,,,1
735,0x800002df,,,,,,,,,,,,,,,1
736,0x800002e0,,,,,,,,,,,,,,,1
737,0x800002e1,ATOP,Financial Blockchain,,,,,,,,,,,,,1
738,0x800002e2,,,,,,,,,,,,,,,1
739,0x800002e3,,,,,,,,,,,,,,,1
740,0x800002e4,,,,,,,,,,,,,,,1
741,0x800002e5,,,,,,,,,,,,,,,1
742,0x800002e6,,,,,,,,,,,,,,,1
743,0x800002e7,,,,,,,,,,,,,,,1
744,0x800002e8,,,,,,,,,,,,,,,1
745,0x800002e9,,,,,,,,,,,,,,,1
746,0x800002ea,,,,,,,,,,,,,,,1
747,0x800002eb,CFG,Centrifuge,,,,,,,,,,,,,1
748,0x800002ec,,,,,,,,,,,,,,,1
749,0x800002ed,,,,,,,,,,,,,,,1
750,0x800002ee,XPRT,Persistence,,,,,,,,,,,,,1
751,0x800002ef,,,,,,,,,,,,,,,1
752,0x800002f0,,,,,,,,,,,,,,,1
753,0x800002f1,,Age X25519 Encryption,,,,,,,,,,,,,1
754,0x800002f2,,Age NIST Encryption,,,,,,,,,,,,,1
755,0x800002f3,,,,,,,,,,,,,,,1
756,0x800002f4,,,,,,,,,,,,,,,1
757,0x800002f5,HONEY,HoneyWood,,,,,,,,,,,,,1
758,0x800002f6,,,,,,,,,,,,,,,1
759,0x800002f7,,,,,,,,,,,,,,,1
760,0x800002f8,,,,,,,,,,,,,,,1
761,0x800002f9,,,,,,,,,,,,,,,1
762,0x800002fa,,,,,,,,,,,,,,,1
763,0x800002fb,,,,,,,,,,,,,,,1
764,0x800002fc,,,,,,,,,,,,,,,1
765,0x800002fd,,,,,,,,,,,,,,,1
766,0x800002fe,,,,,,,,,,,,,,,1
767,0x800002ff,,,,,,,,,,,,,,,1
768,0x80000300,BALLZ,Ballzcoin,,,,,,,,,,,,,1
769,0x80000301,,,,,,,,,,,,,,,1
770,0x80000302,COSA,Cosanta,,,,,,,,,,,,,1
771,0x80000303,BR,BR,,,,,,,,,,,,,1
772,0x80000304,,,,,,,,,,,,,,,1
773,0x80000305,CSB,CosmoBliss,,,,,,,,,,,,,1
774,0x80000306,,,,,,,,,,,,,,,1
775,0x80000307,PLSR,Pulsar Coin,,,,,,,,,,,,,1
776,0x80000308,KEY,Keymaker Coin,,,,,,,,,,,,,1
777,0x80000309,BTW,Bitcoin World,,,,,,,,,,,,,1
778,0x8000030a,,,,,,,,,,,,,,,1
779,0x8000030b,,,,,,,,,,,,,,,1
780,0x8000030c,PLCUC,PLC Ultima Classic,,,,,,,,,,,,,1
781,0x8000030d,PLCUX,PLC Ultima X,,,,,,,,,,,,,1
782,0x8000030e,PLCU,PLC Ultima,,,,,,,,,,,,,1
783,0x8000030f,SMARTBC,SMART Blockchain,,,,,,,,,,,,,1
784,0x80000310,SUI,Sui,,,,,,,,,,,,,1
785,0x80000311,,,,,,,,,,,,,,,1
786,0x80000312,UIDD,UIDD,,,,,,,,,,,,,1
787,0x80000313,ACA,Acala,,,,,,,,,,,,,1
788,0x80000314,BNC,Bifrost,,,,,,,,,,,,,1
789,0x80000315,TAU,Lamden,,,,,,,,,,,,,1
790,0x80000316,,,,,,,,,,,,,,,1
791,0x80000317,,,,,,,,,,,,,,,1
792,0x80000318,,,,,,,,,,,,,,,1
793,0x80000319,,,,,,,,,,,,,,,1
794,0x8000031a,INTR,Interlay,,,,,,,,,,,,,1
795,0x8000031b,KINT,Kintsugi,,,,,,,,,,,,,1
796,0x8000031c,,,,,,,,,,,,,,,1
797,0x8000031d,,,,,,,,,,,,,,,1
798,0x8000031e,,,,,,,,,,,,,,,1
799,0x8000031f,PDEX,Polkadex,,,,,,,,,,,,,1
800,0x80000320,BEET,Beetle Coin,,,0x0488ADE4,0x0488B21E,0x1A,0x55,0x99,,,,,,1
801,0x80000321,DST,DSTRA,,,,,,,,,,,,,1
802,0x80000322,CY,Cyberyen,,,,,,,,,,,,,1
803,0x80000323,,,,,,,,,,,,,,,1
804,0x80000324,ZKS,zkSync,,,,,,,,,,,,,1
805,0x80000325,,,,,,,,,,,,,,,1
806,0x80000326,,,,,,,,,,,,,,,1
807,0x80000327,,,,,,,,,,,,,,,1
808,0x80000328,QVT,Qvolta,,,,,,,,,,,,,1
809,0x80000329,SDN,Shiden Network,,,,,,,,,,,,,1
810,0x8000032a,ASTR,Astar Network,,,,,,,,,,,,,1
811,0x8000032b,---,reserved,,,,,,,,,,,,,1
812,0x8000032c,,,,,,,,,,,,,,,1
813,0x8000032d,MEER,Qitmeer,,,,,,,,,,,,,1
814,0x8000032e,,,,,,,,,,,,,,,1
815,0x8000032f,,,,,,,,,,,,,,,1
816,0x80000330,FSC,FSC,,,,,,,,,,,,,1
817,0x80000331,,,,,,,,,,,,,,,1
818,0x80000332,VET,VeChain Token,,,,,,,,,,,,,1
819,0x80000333,REEF,Reef,,,,,,,,,,,,,1
820,0x80000334,CLO,Callisto,,Non-secpk,,,,,,,,,,,1
821,0x80000335,,,,,,,,,,,,,,,1
822,0x80000336,BDB,BigchainDB,,,,,,,,,,,,,1
823,0x80000337,,,,,,,,,,,,,,,1
824,0x80000338,RBNT,Redbelly Network,,,,,,,,,,,,,1
825,0x80000339,,,,,,,,,,,,,,,1
826,0x8000033a,,,,,,,,,,,,,,,1
827,0x8000033b,ACE,Endurance,,,,,,,,,,,,,1
828,0x8000033c,CCN,ComputeCoin,,,,,,,,,,,,,1
829,0x8000033d,BBA,BBACHAIN,,,,,,,,,,,,,1
830,0x8000033e,,,,,,,,,,,,,,,1
831,0x8000033f,CRUZ,cruzbit,,,,,,,,,,,,,1
832,0x80000340,SAPP,Sapphire,,,,,,,,,,,,,1
833,0x80000341,777,Jackpot,7305,,,,,,,,,,,,1
834,0x80000342,KYAN,Kyanite,,,,,,,,,,,,,1
835,0x80000343,AZR,Azzure,,,,,,,,,,,,,1
836,0x80000344,CFL,CryptoFlow,,,,,,,,,,,,,1
837,0x80000345,DASHD,Dash Diamond,,,,,,,,,,,,,1
838,0x80000346,TRTT,Trittium,,,,,,,,,,,,,1
839,0x80000347,UCR,Ultra Clear,,,,,,,,,,,,,1
840,0x80000348,PNY,Peony,,,,,,,,,,,,,1
841,0x80000349,BECN,Beacon,,,,,,,,,,,,,1
842,0x8000034a,MONK,Monk,,,,,,,,,,,,,1
843,0x8000034b,SAGA,CryptoSaga,,,,,,,,,,,,,1
844,0x8000034c,SUV,Suvereno,,,,,,,,,,,,,1
845,0x8000034d,ESK,EskaCoin,,,,,,,,,,,,,1
846,0x8000034e,OWO,OneWorld Coin,,,,,,,,,,,,,1
847,0x8000034f,PEPS,PEPS Coin,,,,,,,,,,,,,1
848,0x80000350,BIR,Birake,,,,,,,,,,,,,1
849,0x80000351,MOBIC,MobilityCoin,,,,,,,,,,,,,1
850,0x80000352,FLS,Flits,,,,,,,,,,,,,1
851,0x80000353,FRECO,Freco,,,,,,,,,,,,,1
852,0x80000354,DSM,Desmos,,,,,,,,,,,,,1
853,0x80000355,PRCY,PRCY Coin,,,,,,,,,,,,,1
854,0x80000356,,,,,,,,,,,,,,,1
855,0x80000357,,,,,,,,,,,,,,,1
856,0x80000358,,,,,,,,,,,,,,,1
857,0x80000359,,,,,,,,,,,,,,,1
858,0x8000035a,HVH,HAVAH,,,,,,,,,,,,,1
859,0x8000035b,,,,,,,,,,,,,,,1
860,0x8000035c,,,,,,,,,,,,,,,1
861,0x8000035d,,,,,,,,,,,,,,,1
862,0x8000035e,,,,,,,,,,,,,,,1
863,0x8000035f,,,,,,,,,,,,,,,1
864,0x80000360,,,,,,,,,,,,,,,1
865,0x80000361,,,,,,,,,,,,,,,1
866,0x80000362,MOB,MobileCoin,,,,,,,,,,,,,1
867,0x80000363,,,,,,,,,,,,,,,1
868,0x80000364,IF,Infinitefuture,,,,,,,,,,,,,1
869,0x80000365,,,,,,,,,,,,,,,1
870,0x80000366,,,,,,,,,,,,,,,1
871,0x80000367,,,,,,,,,,,,,,,1
872,0x80000368,,,,,,,,,,,,,,,1
873,0x80000369,,,,,,,,,,,,,,,1
874,0x8000036a,,,,,,,,,,,,,,,1
875,0x8000036b,,,,,,,,,,,,,,,1
876,0x8000036c,,,,,,,,,,,,,,,1
877,0x8000036d,NAM,Namada,,,,,,,,,,,,,1
878,0x8000036e,SCR,Scorum Network,,,,,,,,,,,,,1
879,0x8000036f,,,,,,,,,,,,,,,1
880,0x80000370,LUM,Lum Network,,,,,,,,,,,,,1
881,0x80000371,,,,,,,,,,,,,,,1
882,0x80000372,,,,,,,,,,,,,,,1
883,0x80000373,ZBC,ZooBC,,,0x0488ADE4,0x0488B21E,0x00,0x05,0x80,,,,Funny address,,1
884,0x80000374,,,,,,,,,,,,,,,1
885,0x80000375,,,,,,,,,,,,,,,1
886,0x80000376,ADF,AD Token,,,,,,,,,,,,,1
887,0x80000377,,,,,,,,,,,,,,,1
888,0x80000378,NEO,NEO,,,,,,,,,,,,,1
889,0x80000379,TOMO,TOMO,,,,,,,,,,,,,1
890,0x8000037a,XSEL,Seln,,,,,,,,,,,,,1
891,0x8000037b,,,,,,,,,,,,,,,1
892,0x8000037c,,,,,,,,,,,,,,,1
893,0x8000037d,,,,,,,,,,,,,,,1
894,0x8000037e,,,,,,,,,,,,,,,1
895,0x8000037f,,,,,,,,,,,,,,,1
896,0x80000380,LKSC,LKSCoin,,,,,,,,,,,,,1
897,0x80000381,,,,,,,,,,,,,,,1
898,0x80000382,AS,Assetchain,,,,,,,,,,,,,1
899,0x80000383,XEC,eCash,,,,,,,,,,,,,1
900,0x80000384,LMO,Lumeneo,,,,,,,,,,,,,1
901,0x80000385,NXT,NxtMeta,,,,,,,,,,,,,1
902,0x80000386,,,,,,,,,,,,,,,1
903,0x80000387,,,,,,,,,,,,,,,1
904,0x80000388,HNT,Helium,,,,,,,,,,,,,1
905,0x80000389,,,,,,,,,,,,,,,1
906,0x8000038a,,,,,,,,,,,,,,,1
907,0x8000038b,FIS,StaFi,,,,,,,,,,,,,1
908,0x8000038c,,,,,,,,,,,,,,,1
909,0x8000038d,SGE,Saage,,,,,,,,,,,,,1
910,0x8000038e,,,,,,,,,,,,,,,1
911,0x8000038f,GERT,Gert,,,,,,,,,,,,,1
912,0x80000390,,,,,,,,,,,,,,,1
913,0x80000391,VARA,Vara Network,,,,,,,,,,,,,1
914,0x80000392,,,,,,,,,,,,,,,1
915,0x80000393,,,,,,,,,,,,,,,1
916,0x80000394,META,Metadium,,,,,,,,,,,,,1
917,0x80000395,FRA,Findora,,,,,,,,,,,,,1
918,0x80000396,,,,,,,,,,,,,,,1
919,0x80000397,CCD,Concordium,,,,,,,,,,,,,1
920,0x80000398,,,,,,,,,,,,,,,1
921,0x80000399,AVN,Avian Network,,,,,,,,,,,,,1
922,0x8000039a,,,,,,,,,,,,,,,1
923,0x8000039b,,,,,,,,,,,,,,,1
924,0x8000039c,,,,,,,,,,,,,,,1
925,0x8000039d,DIP,Dipper Network,,,,,,,,,,,,,1
926,0x8000039e,,,,,,,,,,,,,,,1
927,0x8000039f,,,,,,,,,,,,,,,1
928,0x800003a0,GHM,HermitMatrixNetwork,,,,,,,,,,,,,1
929,0x800003a1,,,,,,,,,,,,,,,1
930,0x800003a2,,,,,,,,,,,,,,,1
931,0x800003a3,RUNE,THORChain,,,,,,,,,,,,,1
932,0x800003a4,,,,,,,,,,,,,,,1
933,0x800003a5,,,,,,,,,,,,,,,1
934,0x800003a6,,,,,,,,,,,,,,,1
935,0x800003a7,,,,,,,,,,,,,,,1
936,0x800003a8,,,,,,,,,,,,,,,1
937,0x800003a9,,,,,,,,,,,,,,,1
938,0x800003aa,,,,,,,,,,,,,,,1
939,0x800003ab,,,,,,,,,,,,,,,1
940,0x800003ac,,,,,,,,,,,,,,,1
941,0x800003ad,---,reserved,,,,,,,,,,,,,1
942,0x800003ae,,,,,,,,,,,,,,,1
943,0x800003af,,,,,,,,,,,,,,,1
944,0x800003b0,,,,,,,,,,,,,,,1
945,0x800003b1,UNLOCK,Jasiri protocol,,,,,,,,,,,,,1
946,0x800003b2,,,,,,,,,,,,,,,1
947,0x800003b3,,,,,,,,,,,,,,,1
948,0x800003b4,,,,,,,,,,,,,,,1
949,0x800003b5,,,,,,,,,,,,,,,1
950,0x800003b6,,,,,,,,,,,,,,,1
951,0x800003b7,,,,,,,,,,,,,,,1
952,0x800003b8,,,,,,,,,,,,,,,1
953,0x800003b9,,,,,,,,,,,,,,,1
954,0x800003ba,,,,,,,,,,,,,,,1
955,0x800003bb,LTP,LifetionCoin,,,,,,,,,,,,,1
956,0x800003bc,,,,,,,,,,,,,,,1
957,0x800003bd,,,,,,,,,,,,,,,1
958,0x800003be,KSOC,KickSoccer,,,,,,,,,,,,,1
959,0x800003bf,,,,,,,,,,,,,,,1
960,0x800003c0,VKAX,Vkax,,,,,,,,,,,,,1
961,0x800003c1,,,,,,,,,,,,,,,1
962,0x800003c2,,,,,,,,,,,,,,,1
963,0x800003c3,,,,,,,,,,,,,,,1
964,0x800003c4,,,,,,,,,,,,,,,1
965,0x800003c5,,,,,,,,,,,,,,,1
966,0x800003c6,MATIC,Matic,,,,,,,,,,TRUE,,,1
967,0x800003c7,,,,,,,,,,,,,,,1
968,0x800003c8,UNW,UNW,,,,,,,,,,,,,1
969,0x800003c9,,,,,,,,,,,,,,,1
970,0x800003ca,TWINS,TWINS,,,0x0221312B,0x022D2533,0x49,0x53,0x42,,,,,,1
971,0x800003cb,,,,,,,,,,,,,,,1
972,0x800003cc,,,,,,,,,,,,,,,1
973,0x800003cd,,,,,,,,,,,,,,,1
974,0x800003ce,,,,,,,,,,,,,,,1
975,0x800003cf,,,,,,,,,,,,,,,1
976,0x800003d0,,,,,,,,,,,,,,,1
977,0x800003d1,TLOS,Telos,,,,,,,,,,,,,1
978,0x800003d2,,,,,,,,,,,,,,,1
979,0x800003d3,,,,,,,,,,,,,,,1
980,0x800003d4,,,,,,,,,,,,,,,1
981,0x800003d5,TAFECO,Taf ECO Chain,,,,,,,,,,,,,1
982,0x800003d6,,,,,,,,,,,,,,,1
983,0x800003d7,,,,,,,,,,,,,,,1
984,0x800003d8,,,,,,,,,,,,,,,1
985,0x800003d9,AU,Autonomy,,,,,,,,,,,,,1
986,0x800003da,,,,,,,,,,,,,,,1
987,0x800003db,VCG,VipCoin,,,,,,,,,,,,,1
988,0x800003dc,XAZAB,Xazab core,,,,,,,,,,,,,1
989,0x800003dd,AIOZ,AIOZ,,,,,,,,,,,,,1
990,0x800003de,CORE,Coreum,,,,,,,,,,,,,1
991,0x800003df,PEC,Phoenix,,,,,,,,,,,,,1
992,0x800003e0,UNT,Unit,,,,,,,,,,,,,1
993,0x800003e1,XRB,X Currency,,,,,,,,,,,,,1
994,0x800003e2,QUAI,Quai Network,,,,,,,,,,,,,1
995,0x800003e3,CAPS,Ternoa,,,,,,,,,,,,,1
996,0x800003e4,OKT,OKChain Token,,,,,,,,,,,,,1
997,0x800003e5,SUM,Solidum,,,,,,,,,,,,,1
998,0x800003e6,LBTC,Lightning Bitcoin,,,,,,,,,,,,,1
999,0x800003e7,BCD,Bitcoin Diamond,,secp256k1,,,,,,,,,,,1
1000,0x800003e8,BTN,Bitcoin New,,secp256k1,,,,,,,,,,,1
1001,0x800003e9,TT,ThunderCore,,,,,,,,,,,,,1
1002,0x800003ea,BKT,BanKitt,,,,,,,,,,,,,1
1003,0x800003eb,NODL,Nodle,,,,,,,,,,,,,1
1004,0x800003ec,PCOIN,PCOIN,,,,,,,,,,,,,1
1005,0x800003ed,TAO,Bittensor,,,,,,,,,,,,,1
1006,0x800003ee,HSK,HashKey Chain,,,,,,,,,,,,,1
1007,0x800003ef,FTM,Fantom,,,,,,,,,,TRUE,,,1
1008,0x800003f0,RPG,RPG,,,,,,,,,,,,,1
1009,0x800003f1,LAKE,iconLake,,,,,,,,,,,,,1
1010,0x800003f2,HT,Huobi ECO Chain,,,,,,,,,,,,,1
1011,0x800003f3,ELV,Eluvio,,,,,,,,,,,,,1
1012,0x800003f4,JOC,Japan Open Chain,,,,,,,,,,,,,1
1013,0x800003f5,BIC,Beincrypto,,,,,,,,,,,,,1
1016,0x800003f8,---,reserved,,,,,,,,,,,,,1
1020,0x800003fc,EVC,Evrice,,,,,,,,,,,,,1
1022,0x800003fe,XRD,Radix DLT,,,,,,,,,,,,,1
1023,0x800003ff,ONE,HARMONY-ONE (Legacy),,,,,,,,,,TRUE,Maybe not correct,,1
1024,0x80000400,ONT,Ontology,,,,,,,,,,,,,1
1025,0x80000401,CZZ,Classzz,,,,,,,,,,,,,1
1026,0x80000402,KEX,Kira Exchange Token,,,,,,,,,,,,,1
1027,0x80000403,MCM,Mochimo,,,,,,,,,,,,,1
1028,0x80000404,PLS,Pulse Coin,,,,,,,,,,,,,1
1032,0x80000408,BTCR,BTCR,,,,,,,,,,,,,1
1042,0x80000412,MFID,Moonfish ID,,,,,,,,,,,,,1
1111,0x80000457,BBC,Big Bitcoin,,,,,,,,,,,,,1
1116,0x8000045c,CORE,Core,,,,,,,,,,,,,1
1120,0x80000460,RISE,RISE,,,,,,,,,,,,,1
1122,0x80000462,CMT,CyberMiles Token,,,,,,,,,,,,,1
1128,0x80000468,ETSC,Ethereum Social,,,,,,,,,,,,,1
1129,0x80000469,DFI,DeFiChain,,,,,,,,,,,,,1
1130,0x8000046a,DFI,DeFiChain EVM Network,,,,,,,,,,,,,1
1137,0x80000471,$DAG,Constellation Labs,,,,,,,,,,,,,1
1145,0x80000479,CDY,Bitcoin Candy,,,,,,,,,,,,,1
1155,0x80000483,ENJ,Enjin Coin,,,,,,,,,,,,,1
1170,0x80000492,HOO,Hoo Smart Chain,,,,,,,,,,,,,1
1234,0x800004d2,ALPH,Alephium,,,,,,,,,,,,,1
1236,0x800004d4,,Masca,,,,,,,,,,,,,1
1237,0x800004d5,NOSTR,Nostr,,,,,,,,,,,,,1
1280,0x80000500,,Kudos Setler,,,,,,,,,,,,,1
1284,0x80000504,GLMR,Moonbeam,,,,,,,,,,TRUE,,,1
1285,0x80000505,MOVR,Moonriver,,,,,,,,,,TRUE,,,1
1298,0x80000512,WPC,Wpc,,,,,,,,,,,,,1
1308,0x8000051c,WEI,WEI,,,,,,,,,,,,,1
1337,0x80000539,DFC,Defcoin,,,0x0488ADE4,0x0488B21E,0x1e,0x05,0x9e,,,,,,1
1348,0x80000544,ISLM,IslamicCoin,,,,,,,,,,,,,1
1397,0x80000575,HYC,Hycon,,,,,,,,,,,,,1
1410,0x80000582,TENTSLP,TENT Simple Ledger Protocol,,,,,,,,,,,,,1
1510,0x800005e6,XSC,XT Smart Chain,,,,,,,,,,,,,1
1512,0x800005e8,AAC,Double-A Chain,,,,,,,,,,,,,1
1524,0x800005f4,TLR,Taler,,,,,,,,,,,,,1
1533,0x800005fd,BEAM,Beam,,,,,,,,,,,,,1
1551,0x8000060f,SDK,Sovereign SDK,,,,,,,,,,,,,1
1555,0x80000613,APC,Apc Chain,,,,,,,,,,,,,1
1616,0x80000650,ELF,AELF,,,,,,,,,,,,,1
1618,0x80000652,AUDL,AUDL,,,,,,,,,,,,,1
1620,0x80000654,ATH,Atheios,,,,,,,,,,,,,1
1627,0x8000065b,LUME,Lume Web,,,,,,,,,,,,,1
1642,0x8000066a,NEW,Newton,,,,,,,,,,,,,1
1657,0x80000679,BTA,Btachain,,,,,,,,,,,,,1
1668,0x80000684,NEOX,Neoxa,,,,,,,,,,,,,1
1669,0x80000685,MEWC,Meowcoin,,,,,,,,,,,,,1
1688,0x80000698,BCX,BitcoinX,,,,,,,,,,,,,1
1729,0x800006c1,XTZ,Tezos,,,,,,,,,,,,,1
1776,0x800006f0,LBTC,Liquid BTC,,,,,,,,,,,,,1
1777,0x800006f1,BBP,Biblepay,,,,,,,,,,,,,1
1784,0x800006f8,JPYS,JPY Stablecoin,,,,,,,,,,,,,1
1789,0x800006fd,VEGA,Vega Protocol,,,,,,,,,,,,,1
1815,0x80000717,ADA,Cardano,,,,,,,,,,,,,1
1818,0x8000071a,CUBE,Cube Chain Native Token,,,,,,,,,,,,,1
1856,0x80000743,TES,Teslacoin,,,,,,,,,,,,,1
1888,0x80000760,ZTX,Zetrix,,,,,,,,,,,,,1
1899,0x8000076b,XEC,eCash token,,,,,,,,,,,,,1
1901,0x8000076d,CLC,Classica,,,,,,,,,,,,,1
1907,0x80000773,BITCI,Bitcicoin,,,,,,,,,,,,,1
1919,0x8000077f,VIPS,VIPSTARCOIN,,,,,,,,,,,,,1
1926,0x80000786,CITY,City Coin,,,0x0488ADE4,0x0488B21E,0x1c,0x58,0xed,,,,,,1
1955,0x800007a3,XX,xx coin,,,,,,,,,,,,,1
1977,0x800007b9,XMX,Xuma,,,,,,,,,,,,,1
1984,0x800007c0,TRTL,TurtleCoin,,,,,,,,,,,,,1
1985,0x800007c1,SLRT,Solarti Chain,,,,,,,,,,,,,1
1986,0x800007c2,QTH,Qing Tong Horizon,,,,,,,,,,,,,1
1987,0x800007c3,EGEM,EtherGem,,,,,,,,,,,,,1
1988,0x800007c4,MIRA,Mira Chain,,,,,,,,,,,,,1
1989,0x800007c5,HODL,HOdlcoin,,,,,,,,,,,,,1
1990,0x800007c6,PHL,Placeholders,,,,,,,,,,,,,1
1991,0x800007c7,SC,Sia,,,,,,,,,,,,,1
1996,0x800007cc,MYT,Mineyourtime,,,,,,,,,,,,,1
1997,0x800007cd,POLIS,Polis,,,,,,,,,,,,,1
1998,0x800007ce,XMCC,Monoeci,,,,,,,,,,,,,1
1999,0x800007cf,COLX,ColossusXT,,,,,,,,,,,,,1
2000,0x800007d0,GIN,GinCoin,,,,,,,,,,,,,1
2001,0x800007d1,MNP,MNPCoin,,,,,,,,,,,,,1
2002,0x800007d2,MLN,Miraland,,,,,,,,,,,,,1
2017,0x800007e1,KIN,Kin,,,,,,,,,,,,,1
2018,0x800007e2,EOSC,EOSClassic,,,,,,,,,,,,,1
2019,0x800007e3,GBT,GoldBean Token,,,,,,,,,,,,,1
2020,0x800007e4,PKC,PKC,,,,,,,,,,,,,1
2021,0x800007e5,SKT,Sukhavati,,,,,,,,,,,,,1
2022,0x800007e6,XHT,Xinghuo Token,,,,,,,,,,,,,1
2023,0x800007e7,COC,Chat On Chain,,,,,,,,,,,,,1
2024,0x800007e8,USBC,Universal Ledger USBC,,,,,,,,,,,,,1
2046,0x800007fe,ANY,Any,,,,,,,,,,,,,1
2048,0x80000800,MCASH,MCashChain,,,,,,,,,,,,,1
2049,0x80000801,TRUE,TrueChain,,,,,,,,,,,,,1
2050,0x80000802,MOVO,Movo Smart Chain,,,,,,,,,,,,,1
2086,0x80000826,KILT,KILT Spiritnet,,,,,,,,,,,,,1
2109,0x8000083d,SAMA,Exosama Network,,,,,,,,,,,,,1
2112,0x80000840,IoTE,IoTE,,,,,,,,,,,,,1
2125,0x8000084d,BAY,BitBay,,,,,,,,,,,,,1
2137,0x80000859,XRG,Ergon,,,,,,,,,,,,,1
2182,0x80000888,CHZ,Chiliz,,,,,,,,,,,,,1
2199,0x80000897,SAMA,Moonsama Network,,,,,,,,,,,,,1
2221,0x800008ad,ASK,ASK,,,,,,,,,,,,,1
2222,0x800008ae,CWEB,Coinweb,,,,,,,,,,,,,1
2285,0x800008ed,QIYI,Qiyi Chain,,,,,,,,,,,,,1
2301,0x800008fd,QTUM,QTUM,,,0x0488ADE4,0x0488B21E,0x3A,0x32,0x80,,,,,,1
2302,0x800008fe,ETP,Metaverse,,,,,,,,,,,,,1
2303,0x800008ff,GXC,GXChain,,,,,,,,,,,,,1
2304,0x80000900,CRP,CranePay,,,0x0488ADE4,0x0488B21E,0x1C,0x0A,0x7B,,,,Maybe not correct,,1
2305,0x80000901,ELA,Elastos,,,0x0488ADE4,0x0488B21E,0x21,0xc4,0xef ,,,,Maybe not correct,,1
2338,0x80000922,SNOW,Snowblossom,,,,,,,,,,,,,1
2365,0x8000093d,XIN,Mixin,,,,,,,,,,,,,1
2500,0x800009c4,NEXI,Nexi,,,,,,,,,,,,,1
2570,0x80000a0a,AOA,Aurora,,,,,,,,,,,,,1
2718,0x80000a9e,NAS,Nebulas,,,,,,,,,,,,,1
2894,0x80000b4e,REOSC,REOSC Ecosystem,,,,,,,,,,,,,1
2941,0x80000b7d,BND,Blocknode,,,0x0488ADE4,0x0488B21E,0x19,0x3F,0x4b,,,,,,1
3000,0x80000bb8,SM,Stealth Message,,,,,,,,,,,,,1
3003,0x80000bbb,LUX,LUX,,,,,,,,,,,,,1
3030,0x80000bd6,HBAR,Hedera HBAR,,,,,,,,,,,,,1
3077,0x80000c05,COS,Contentos,,,,,,,,,,,,,1
3276,0x80000ccc,CCC,CodeChain,,,,,,,,,,,,,1
3333,0x80000d05,SXP,Solar,,,,,,,,,,,,,1
3377,0x80000d31,ROI,ROIcoin,,,,,,,,,,,,,1
3381,0x80000d35,DYN,Dynamic,,,,,,,,,,,,,1
3383,0x80000d37,SEQ,Sequence,,,,,,,,,,,,,1
3501,0x80000dad,JFIN,JFIN Coin,,,,,,,,,,,,,1
3552,0x80000de0,DEO,Destocoin,,,,,,,,,,,,,1
3564,0x80000dec,DST,DeStream,,,,,,,,,,,,,1
3601,0x80000e11,CY,Cybits,,,,,,,,,,,,,1
3757,0x80000ead,MPC,Partisia Blockchain,,,,,,,,,,,,,1
4040,0x80000fc8,FC8,FCH Network,,,,,,,,,,,,,1
4096,0x80001000,YEE,YeeCo,,,,,,,,,,,,,1
4218,0x8000107a,IOTA,IOTA,,,,,,,,,,,,,1
4219,0x8000107b,SMR,Shimmer,,,,,,,,,,,,,1
4242,0x80001092,AXE,Axe,,,0x0488ADE4,0x0488B21E,0x37,0x10,0xcc,,,,maybe not correct,,1
4343,0x800010f7,XYM,Symbol,,,,,,,,,,,,,1
4444,0x8000115c,C4E,Chain4Energy,,,,,,,,,,,,,1
4919,0x80001337,XVM,Venidium,,,,,,,,,,,,,1
4999,0x80001387,BXN,BlackFort Exchange Network,,,,,,,,,,,,,1
5000,0x80001388,V12,Vet The Vote,,,,,,,,,,,,,1
5006,0x8000138e,SBC,Senior Blockchain,,,,,,,,,,,,,1
5248,0x80001480,FIC,FIC,,,,,,,,,,,,,1
