index,path,symbol,coin_name,UCID,key_derivation,xprv_priv_header,xprv_pub_header,pub_key_hash,script_hash,wif,main_version_byte,test_version_bytes,evm,comment,status,level
301,0x8000012d,DIVI,Divi Project,,,0x0221312B,0x022D2533,0x1e,0x0d,0xd4,,,,,,1
302,0x8000012e,CMT,Community,,,,,,,,,,,,,1
303,0x8000012f,EUNO,EUNO,,,,,,,,,,,,,1
304,0x80000130,IOTX,IoTeX,,,,,,,,,,,,,1
305,0x80000131,ONION,DeepOnion,,,0x0488ADE4,0x0488B21E,0x1F,0x4E,0x9F,,,,,,1
306,0x80000132,8BIT,8Bit,,,,,,,,,,,,,1
307,0x80000133,ATC,AToken Coin,,,,,,,,,,,,,1
308,0x80000134,BTS,Bitshares,,,,,,,,,,,,,1
309,0x80000135,CKB,Nervos CKB,,,,,,,,,,,,,1
310,0x80000136,UGAS,Ultrain,,,,,,,,,,,,,1
311,0x80000137,ADS,Adshares,,,,,,,,,,,,,1
312,0x80000138,ARA,Aura,,,,,,,,,,,,,1
313,0x80000139,ZIL,Zilliqa,,,,,,,,,,,,,1
314,0x8000013a,MOAC,MOAC,,,,,,,,,,,,,1
315,0x8000013b,SWTC,SWTC,,,,,,,,,,,,,1
316,0x8000013c,VNSC,vnscoin,,,,,,,,,,,,,1
317,0x8000013d,PLUG,PL^Gnet,,,,,,,,,,,,,1
318,0x8000013e,MAN,Matrix AI Network,,,,,,,,,,,,,1
319,0x8000013f,ECC,ECCoin,,,,,,,,,,,,,1
320,0x80000140,RPD,Rapids,,,0x0488ADE4,0x0488B21E,0x3d,0x06,0x2e,,,,,,1
321,0x80000141,RAP,Rapture,,,,,,,,,,,,,1
322,0x80000142,GARD,Hashgard,,,,,,,,,,,,,1
323,0x80000143,ZER,Zero,,,,,,,,,,,,,1
324,0x80000144,EBST,eBoost,,,,,,,,,,,,,1
325,0x80000145,SHARD,Shard,,,,,,,,,,,,,1
326,0x80000146,MRX,Metrix Coin,,,,,,,,,,,,,1
327,0x80000147,CMM,Commercium,,,,,,,,,,,,,1
328,0x80000148,BLOCK,Blocknet,,,,,,,,,,,,,1
329,0x80000149,AUDAX,AUDAX,,,,,,,,,,,,,1
330,0x8000014a,LUNA,Terra,,,,,,,,,,,,,1
331,0x8000014b,ZPM,zPrime,,,,,,,,,,,,,1
332,0x8000014c,KUVA,Kuva Utility Note,,,,,,,,,,,,,1
333,0x8000014d,MEM,MemCoin,,,,,,,,,,,,,1
334,0x8000014e,CS,Credits,,,,,,,,,,,,,1
335,0x8000014f,SWIFT,SwiftCash,,,,,,,,,,,,,1
336,0x80000150,FIX,FIX,,,0x0221312B,0x022D2533,0x23,0x5F,0x3C,,,,,,1
337,0x80000151,CPC,CPChain,,,,,,,,,,,,,1
338,0x80000152,VGO,VirtualGoodsToken,,,,,,,,,,,,,1
339,0x80000153,DVT,DeVault,,,,,,,,,,,,,1
340,0x80000154,N8V,N8VCoin,,,,,,,,,,,,,1
341,0x80000155,MTNS,OmotenashiCoin,,,,,,,,,,,,,1
342,0x80000156,BLAST,BLAST,,,,,,,,,,,,,1
343,0x80000157,DCT,DECENT,,,,,,,,,,,,,1
344,0x80000158,AUX,Auxilium,,,,,,,,,,,,,1
345,0x80000159,USDP,USDP,,,,,,,,,,,,,1
346,0x8000015a,HTDF,HTDF,,,,,,,,,,,,,1
347,0x8000015b,YEC,Ycash,,,,,,,,,,,,,1
348,0x8000015c,QLC,QLC Chain,,,,,,,,,,,,,1
349,0x8000015d,TEA,Icetea Blockchain,,,,,,,,,,,,,1
350,0x8000015e,ARW,ArrowChain,,,,,,,,,,,,,1
351,0x8000015f,MDM,Medium,,,,,,,,,,,,,1
352,0x80000160,CYB,Cybex,,,,,,,,,,,,,1
353,0x80000161,LTO,LTO Network,,,,,,,,,,,,,1
354,0x80000162,DOT,Polkadot,,,,,,,,,,,,,1
355,0x80000163,AEON,Aeon,,,,,,,,,,,,,1
356,0x80000164,RES,Resistance,,,,,,,,,,,,,1
357,0x80000165,AYA,Aryacoin,,,0x0488ADE4,0x0488B21E,0x17,0x6f,0x97,,,,,,1
358,0x80000166,DAPS,Dapscoin,,,,,,,,,,,,,1
359,0x80000167,CSC,CasinoCoin,,,,,,,,,,,,,1
360,0x80000168,VSYS,V Systems,,,,,,,,,,,,,1
361,0x80000169,NOLLAR,Nollar,,,,,,,,,,,,,1
362,0x8000016a,XNOS,NOS,,,,,,,,,,,,,1
363,0x8000016b,CPU,CPUchain,,,0x0488ADE4,0x0488B21E,0x1C,0x1E,0x80,,,,,,1
364,0x8000016c,LAMB,Lambda Storage Chain,,,,,,,,,,,,,1
365,0x8000016d,VCT,ValueCyber,,,,,,,,,,,,,1
366,0x8000016e,CZR,Canonchain,,,,,,,,,,,,,1
367,0x8000016f,ABBC,ABBC,,,,,,,,,,,,,1
368,0x80000170,HET,HET,,,,,,,,,,,,,1
369,0x80000171,XAS,Asch,,,,,,,,,,,,,1
370,0x80000172,VDL,Vidulum,,,,,,,,,,,,,1
371,0x80000173,MED,MediBloc,,,,,,,,,,,,,1
372,0x80000174,ZVC,ZVChain,,,,,,,,,,,,,1
373,0x80000175,VESTX,Vestx,,,,,,,,,,,,,1
374,0x80000176,DBT,DarkBit,,,,,,,,,,,,,1
375,0x80000177,SEOS,SuperEOS,,,,,,,,,,,,,1
376,0x80000178,MXW,Maxonrow,,,,,,,,,,,,,1
377,0x80000179,ZNZ,ZENZO,,,,,,,,,,,,,1
378,0x8000017a,XCX,XChain,,,,,,,,,,,,,1
379,0x8000017b,SOX,SonicX,,,,,,,,,,,,,1
380,0x8000017c,NYZO,Nyzo,,,,,,,,,,,,,1
381,0x8000017d,ULC,ULCoin,,,,,,,,,,,,,1
382,0x8000017e,RYO,Ryo Currency,,,,,,,,,,,,,1
383,0x8000017f,KAL,Kaleidochain,,,,,,,,,,,,,1
384,0x80000180,XSN,Stakenet,,,,,,,,,,,,,1
385,0x80000181,DOGEC,DogeCash,,,,,,,,,,,,,1
386,0x80000182,BMV,Bitcoin Matteo's Vision,,,,,,,,,,,,,1
387,0x80000183,QBC,Quebecoin,,,,,,,,,,,,,1
388,0x80000184,IMG,ImageCoin,,,,,,,,,,,,,1
389,0x80000185,QOS,QOS,,,,,,,,,,,,,1
390,0x80000186,PKT,PKT,,,,,,,,,,,,,1
391,0x80000187,LHD,LitecoinHD,,,,,,,,,,,,,1
392,0x80000188,CENNZ,CENNZnet,,,,,,,,,,,,,1
393,0x80000189,HSN,Hyper Speed Network,,,,,,,,,,,,,1
394,0x8000018a,CRO,Crypto Chain,,,,,,,,,,,,,1
395,0x8000018b,UMBRU,Umbru,,,,,,,,,,,,,1
396,0x8000018c,EVER,Everscale,,,,,,,,,,,,,1
397,0x8000018d,NEAR,NEAR Protocol,,,,,,,,,,,,,1
398,0x8000018e,XPC,XPChain,,,,,,,,,,,,,1
399,0x8000018f,ZOC,01coin,,,,,,,,,,,,,1
400,0x80000190,NIX,NIX,,,0x0488ADE4,0x0488B21E,0x26,0x35,0x80,,,,,,1
401,0x80000191,UC,Utopiacoin,,,,,,,,,,,,,1
402,0x80000192,GALI,Galilel,,,,,,,,,,,,,1
403,0x80000193,OLT,Oneledger,,,,,,,,,,,,,1
404,0x80000194,XBI,XBI,,,,,,,,,,,,,1
405,0x80000195,DONU,DONU,,,,,,,,,,,,,1
406,0x80000196,EARTHS,Earths,,,,,,,,,,,,,1
407,0x80000197,HDD,HDDCash,,,,,,,,,,,,,1
408,0x80000198,SUGAR,Sugarchain,,,0x0488ADE4,0x0488B21E,0x3f,0x7d,0x80,,,,,,1
409,0x80000199,AILE,AileCoin,,,,,,,,,,,,,1
410,0x8000019a,TENT,TENT,,,,,,,,,,,,,1
411,0x8000019b,TAN,Tangerine Network,,,,,,,,,,,,,1
412,0x8000019c,AIN,AIN,,,,,,,,,,,,,1
413,0x8000019d,MSR,Masari,,,,,,,,,,,,,1
414,0x8000019e,SUMO,Sumokoin,,,,,,,,,,,,,1
415,0x8000019f,ETN,Electroneum,,,,,,,,,,,,,1
416,0x800001a0,BYTZ,BYTZ,,,,,,,,,,,,,1
417,0x800001a1,WOW,Wownero,,,,,,,,,,,,,1
418,0x800001a2,XTNC,XtendCash,,,,,,,,,,,,,1
419,0x800001a3,LTHN,Lethean,,,,,,,,,,,,,1
420,0x800001a4,NODE,NodeHost,,,,,,,,,,,,,1
421,0x800001a5,AGM,Argoneum,,,0x0488ADE4,0x0488B21E,0x32,0x61,0xbf,,,,,,1
422,0x800001a6,CCX,Conceal Network,,,,,,,,,,,,,1
423,0x800001a7,TNET,Title Network,,,,,,,,,,,,,1
424,0x800001a8,TELOS,TelosCoin,,,,,,,,,,,,,1
425,0x800001a9,AION,Aion,,,,,,,,,,,,,1
426,0x800001aa,BC,Bitcoin Confidential,,,,,,,,,,,,,1
427,0x800001ab,KTV,KmushiCoin,,,,,,,,,,,,,1
428,0x800001ac,ZCR,ZCore,,,,,,,,,,,,,1
429,0x800001ad,ERG,Ergo,,,,,,,,,,,,,1
430,0x800001ae,PESO,Criptopeso,,,,,,,,,,,,,1
431,0x800001af,BTC2,Bitcoin 2,,,,,,,,,,,,,1
432,0x800001b0,XRPHD,XRPHD,,,,,,,,,,,,,1
433,0x800001b1,WE,WE Coin,,,,,,,,,,,,,1
434,0x800001b2,KSM,Kusama,,,,,,,,,,,,,1
435,0x800001b3,PCN,Peepcoin,,,,,,,,,,,,,1
436,0x800001b4,NCH,NetCloth,,,,,,,,,,,,,1
437,0x800001b5,ICU,CHIPO,,,,,,,,,,,,,1
438,0x800001b6,FNSA,FINSCHIA,,,,,,,,,,,,,1
439,0x800001b7,DTP,DeVault Token Protocol,,,,,,,,,,,,,1
440,0x800001b8,BTCR,Bitcoin Royale,,,,,,,,,,,,,1
441,0x800001b9,AERGO,AERGO,,,,,,,,,,,,,1
442,0x800001ba,XTH,Dothereum,,,,,,,,,,,,,1
443,0x800001bb,LV,Lava,,,,,,,,,,,,,1
444,0x800001bc,PHR,Phore,,,0x0221312B,0x022D2533,0x37,0x0D,0xD4,,,,,,1
445,0x800001bd,VITAE,Vitae,,,,,,,,,,,,,1
446,0x800001be,COCOS,Cocos-BCX,,,,,,,,,,,,,1
447,0x800001bf,DIN,Dinero,,,,,,,,,,,,,1
448,0x800001c0,SPL,Simplicity,,,,,,,,,,,,,1
449,0x800001c1,YCE,MYCE,,,,,,,,,,,,,1
450,0x800001c2,XLR,Solaris,,,,,,,,,,,,,1
451,0x800001c3,KTS,Klimatas,,,,,,,,,,,,,1
452,0x800001c4,DGLD,DGLD,,,,,,,,,,,,,1
453,0x800001c5,XNS,Insolar,,,,,,,,,,,,,1
454,0x800001c6,EM,EMPOW,,,,,,,,,,,,,1
455,0x800001c7,SHN,ShineBlocks,,,,,,,,,,,,,1
456,0x800001c8,SEELE,Seele,,,,,,,,,,,,,1
457,0x800001c9,AE,Æternity,1700,,,,,,,,,,,,1
458,0x800001ca,ODX,ObsidianX,,,,,,,,,,,,,1
459,0x800001cb,KAVA,Kava,,,,,,,,,,TRUE,,,1
460,0x800001cc,GLEEC,GLEEC,,,,,,,,,,,,,1
461,0x800001cd,FIL,Filecoin,,,,,,,,,,TRUE,,,1
462,0x800001ce,RUTA,Rutanio,,,,,,,,,,,,,1
463,0x800001cf,CSDT,CSDT,,,,,,,,,,,,,1
464,0x800001d0,ETI,EtherInc,,,,,,,,,,,,,1
465,0x800001d1,ZSLP,Zclassic Simple Ledger Protocol,,,,,,,,,,,,,1
466,0x800001d2,ERE,EtherCore,,,,,,,,,,,,,1
467,0x800001d3,DX,DxChain Token,,,,,,,,,,,,,1
468,0x800001d4,CPS,Capricoin+,,,,,,,,,,,,,1
469,0x800001d5,BTH,Bithereum,,,,,,,,,,,,,1
470,0x800001d6,MESG,MESG,,,,,,,,,,,,,1
471,0x800001d7,FIMK,FIMK,,,,,,,,,,,,,1
472,0x800001d8,AR,Arweave,,,,,,,,,,,,,1
473,0x800001d9,OGO,Origo,,,,,,,,,,,,,1
474,0x800001da,ROSE,Oasis Network,,,,,,,,,,,,,1
475,0x800001db,BARE,BARE Network,,,,,,,,,,,,,1
476,0x800001dc,GLEEC,GleecBTC,,,,,,,,,,,,,1
477,0x800001dd,CLR,Color Coin,,,,,,,,,,,,,1
478,0x800001de,RNG,Ring,,,,,,,,,,,,,1
479,0x800001df,OLO,Tool Global,,,,,,,,,,,,,1
480,0x800001e0,PEXA,Pexa,,,,,,,,,,,,,1
481,0x800001e1,MOON,Mooncoin,,,,,,,,,,,,,1
482,0x800001e2,OCEAN,Ocean Protocol,,,,,,,,,,,,,1
483,0x800001e3,BNT,Bluzelle Native,,,,,,,,,,,,,1
484,0x800001e4,AMO,AMO Blockchain,,,,,,,,,,,,,1
485,0x800001e5,FCH,FreeCash,,,,,,,,,,,,,1
486,0x800001e6,LAT,PlatON,,,,,,,,,,,,,1
487,0x800001e7,COIN,Bitcoin Bank,,,,,,,,,,,,,1
488,0x800001e8,VEO,Amoveo,,,,,,,,,,,,,1
489,0x800001e9,CCA,Counos Coin,,,,,,,,,,,,,1
490,0x800001ea,GFN,Graphene,,,,,,,,,,,,,1
491,0x800001eb,BIP,Minter Network,,,,,,,,,,,,,1
492,0x800001ec,KPG,Kunpeng Network,,,,,,,,,,,,,1
493,0x800001ed,FIN,FINL Chain,,,,,,,,,,,,,1
494,0x800001ee,BAND,Band,,,,,,,,,,,,,1
495,0x800001ef,DROP,Dropil,,,,,,,,,,,,,1
496,0x800001f0,BHT,Bluehelix Chain,,,,,,,,,,,,,1
497,0x800001f1,LYRA,Scrypta,,,,,,,,,,,,,1
498,0x800001f2,CS,Credits,,,,,,,,,,,,,1
499,0x800001f3,RUPX,Rupaya,,,,,,,,,,,,,1
500,0x800001f4,THETA,Theta,,,,,,,,,,TRUE,,,1
501,0x800001f5,SOL,Solana,,,,,,,,,,,,,1
502,0x800001f6,THT,ThoughtAI,,,0x5AEBD8C6,0xFBC6A00D,0x07,0x09,0x7B,,,,,,1
503,0x800001f7,CFX,Conflux,,,,,,,,,,,,,1
504,0x800001f8,KUMA,Kumacoin,,,,,,,,,,,,,1
505,0x800001f9,HASH,Provenance,,,,,,,,,,,,,1
506,0x800001fa,CSPR,Casper,,,,,,,,,,,,,1
507,0x800001fb,EARTH,EARTH,,,,,,,,,,,,,1
508,0x800001fc,EGLD,MultiversX,,,,,,,,,,,,,1
509,0x800001fd,CHI,Xaya,,,,,,,,,,,,,1
510,0x800001fe,KOTO,Koto,,,,,,,,,,,,,1
511,0x800001ff,OTC,?,,,,,,,,,,,,,1
512,0x80000200,XRD,Radiant,,,,,,,,,,,,,1
513,0x80000201,SEELEN,Seele-N,,,,,,,,,,,,,1
514,0x80000202,AETH,AETH,,,,,,,,,,,,,1
515,0x80000203,DNA,Idena,,,,,,,,,,,,,1
516,0x80000204,VEE,Virtual Economy Era,,,,,,,,,,,,,1
517,0x80000205,SIERRA,SierraCoin,,,,,,,,,,,,,1
518,0x80000206,LET,Linkeye,,,,,,,,,,,,,1
519,0x80000207,BSC,Bitcoin Smart Contract,,Non-secpk,,,,,,,,,,,1
520,0x80000208,BTCV,BitcoinVIP,,,,,,,,,,,,,1
521,0x80000209,ABA,Dabacus,,,,,,,,,,,,,1
522,0x8000020a,SCC,StakeCubeCoin,,,,,,,,,,,,,1
523,0x8000020b,EDG,Edgeware,,,,,,,,,,,,,1
524,0x8000020c,AMS,AmsterdamCoin,,,,,,,,,,,,,1
525,0x8000020d,GOSS,GOSSIP Coin,,,,,,,,,,,,,1
526,0x8000020e,BU,BUMO,,,,,,,,,,,,,1
527,0x8000020f,GRAM,GRAM,,,,,,,,,,,,,1
528,0x80000210,YAP,Yapstone,,,,,,,,,,,,,1
529,0x80000211,SCRT,Secret Network,,,,,,,,,,,,,1
530,0x80000212,NOVO,Novo,,,,,,,,,,,,,1
531,0x80000213,GHOST,Ghost,,,,,,,,,,,,,1
532,0x80000214,HST,HST,,,,,,,,,,,,,1
533,0x80000215,PRJ,ProjectCoin,,,0x0221312B,0x022D2533,0x37,0x08,0x75,,,,,,1
534,0x80000216,YOU,YOUChain,,,,,,,,,,,,,1
535,0x80000217,XHV,Haven Protocol,,,,,,,,,,,,,1
536,0x80000218,BYND,Beyondcoin,,,,,,,,,,,,,1
537,0x80000219,JOYS,Joys Digital,,,,,,,,,,,,,1
538,0x8000021a,VAL,Valorbit,,,,,,,,,,,,,1
539,0x8000021b,FLOW,Flow,,,,,,,,,,,,,1
540,0x8000021c,SMESH,Spacemesh Coin,,,,,,,,,,,,,1
541,0x8000021d,SCDO,SCDO,,,,,,,,,,,,,1
542,0x8000021e,IQS,IQ-Cash,,,,,,,,,,,,,1
543,0x8000021f,BIND,Compendia,,,,,,,,,,,,,1
544,0x80000220,COINEVO,Coinevo,,,,,,,,,,,,,1
545,0x80000221,SCRIBE,Scribe,,,0x0488ADE4,0x0488B21E,0x3c,0x7d,0x6e,,,,,,1
546,0x80000222,HYN,Hyperion,,,,,,,,,,,,,1
547,0x80000223,BHP,BHP,,,,,,,,,,,,,1
548,0x80000224,BBC,BigBang Core,,,,,,,,,,,,,1
549,0x80000225,MKF,MarketFinance,,,,,,,,,,,,,1
550,0x80000226,XDC,XinFin,,,,,,,,,,,,,1
551,0x80000227,STR,Straightedge,,,,,,,,,,,,,1
552,0x80000228,SUM,Sumcoin,,,,,,,,,,,,,1
553,0x80000229,HBC,HuobiChain,,,,,,,,,,,,,1
554,0x8000022a,---,reserved,,,,,,,,,,,,,1
555,0x8000022b,BCS,Bitcoin Smart,,,,,,,,,,,,,1
556,0x8000022c,KTS,Kratos,,,,,,,,,,,,,1
557,0x8000022d,LKR,Lkrcoin,,,0x0488ADE4,0x0488B21E,0x30,0x55,0xB0,,,,,,1
558,0x8000022e,TAO,Tao,,,,,,,,,,,,,1
559,0x8000022f,XWC,Whitecoin,,,0x048894ED,0x04887F1E,0x49,0x57,0xc9,,,,,,1
560,0x80000230,DEAL,DEAL,,,,,,,,,,,,,1
561,0x80000231,NTY,Nexty,,,,,,,,,,,,,1
562,0x80000232,TOP,TOP NetWork,,,,,,,,,,,,,1
563,0x80000233,---,reserved,,,,,,,,,,,,,1
564,0x80000234,AG,Agoric,,,,,,,,,,,,,1
565,0x80000235,CICO,Coinicles,,,,,,,,,,,,,1
566,0x80000236,IRIS,Irisnet,,,,,,,,,,,,,1
567,0x80000237,NCG,Nine Chronicles,,,,,,,,,,,,,1
568,0x80000238,LRG,Large Coin,,,,,,,,,,,,,1
569,0x80000239,SERO,Super Zero Protocol,,,,,,,,,,,,,1
570,0x8000023a,BDX,Beldex,,,,,,,,,,,,,1
571,0x8000023b,CCXX,Counos X,,,,,,,,,,,,,1
572,0x8000023c,SLS,Saluscoin,,,0x0488ADE4,0x0488B21E,0x3f,0xc4,0xbf,,,,,,1
573,0x8000023d,SRM,Serum,,,,,,,,,,,,,1
574,0x8000023e,---,reserved,,,,,,,,,,,,,1
575,0x8000023f,VIVT,VIDT Datalink,,,,,,,,,,,,,1
576,0x80000240,BPS,BitcoinPoS,,,,,,,,,,,,,1
577,0x80000241,NKN,NKN,,,,,,,,,,,,,1
578,0x80000242,ICL,ILCOIN,,,,,,,,,,,,,1
579,0x80000243,BONO,Bonorum,,,,,,,,,,,,,1
580,0x80000244,PLC,PLATINCOIN,,,,,,,,,,,,,1
581,0x80000245,DUN,Dune,,,,,,,,,,,,,1
582,0x80000246,DMCH,Darmacash,,,,,,,,,,,,,1
583,0x80000247,CTC,Creditcoin,,,,,,,,,,,,,1
584,0x80000248,KELP,Haidai Network,,,,,,,,,,,,,1
585,0x80000249,GBCR,GoldBCR,,,,,,,,,,,,,1
586,0x8000024a,XDAG,XDAG,,,,,,,,,,,,,1
587,0x8000024b,PRV,Incognito Privacy,,,,,,,,,,,,,1
588,0x8000024c,SCAP,SafeCapital,,,,,,,,,,,,,1
589,0x8000024d,TFUEL,Theta Fuel,,,,,,,,,,,,,1
590,0x8000024e,GTM,Gentarium,,,,,,,,,,,,,1
591,0x8000024f,RNL,RentalChain,,,,,,,,,,,,,1
592,0x80000250,GRIN,Grin,,,,,,,,,,,,,1
593,0x80000251,MWC,MimbleWimbleCoin,,,,,,,,,,,,,1
594,0x80000252,DOCK,Dock,,,,,,,,,,,,,1
595,0x80000253,POLYX,Polymesh,,,,,,,,,,,,,1
596,0x80000254,DIVER,Divergenti,,,,,,,,,,,,,1
597,0x80000255,XEP,Electra Protocol,,,,,,,,,,,,,1
598,0x80000256,APN,Apron,,,,,,,,,,,,,1
599,0x80000257,TFC,Turbo File Coin,,,,,,,,,,,,,1
600,0x80000258,UTE,Unit-e,,,,,,,,,,,,,1
601,0x80000259,MTC,Metacoin,,,,,,,,,,,,,1
602,0x8000025a,NC,NobodyCash,,,,,,,,,,,,,1
603,0x8000025b,XINY,Xinyuehu,,,,,,,,,,,,,1
604,0x8000025c,DYN,Dynamo,,,,,,,,,,,,,1
605,0x8000025d,BUFS,Buffer,,,,,,,,,,,,,1
606,0x8000025e,STOS,Stratos,,,,,,,,,,,,,1
607,0x8000025f,TON,TON,,,,,,,,,,,,,1
608,0x80000260,TAFT,TAFT,,,,,,,,,,,,,1
609,0x80000261,HYDRA,HYDRA,,,,,,,,,,,,,1
610,0x80000262,NOR,Noir,,,,,,,,,,,,,1
611,0x80000263,,Manta Network Private Asset,,,,,,,,,,,,,1
612,0x80000264,,Calamari Network Private Asset,,,,,,,,,,,,,1
613,0x80000265,WCN,Widecoin,,,,,,,,,,,,,1
614,0x80000266,OPT,Optimistic Ethereum,,,,,,,,,,,,,1
615,0x80000267,PSWAP,PolkaSwap,,,,,,,,,,,,,1
616,0x80000268,VAL,Validator,,,,,,,,,,,,,1
617,0x80000269,XOR,Sora,,,,,,,,,,,,,1
618,0x8000026a,SSP,SmartShare,,,,,,,,,,,,,1
619,0x8000026b,DEI,DeimosX,,,,,,,,,,,,,1
620,0x8000026c,---,reserved,,,,,,,,,,,,,1
621,0x8000026d,ZERO,Singularity,,,,,,,,,,,,,1
622,0x8000026e,ALPHA,AlphaDAO,,,,,,,,,,,,,1
623,0x8000026f,BDECO,BDCashProtocol Ecosystem,,,,,,,,,,,,,1
624,0x80000270,NOBL,Nobility,,,,,,,,,,,,,1
625,0x80000271,EAST,Eastcoin,,,,,,,,,,,,,1
626,0x80000272,KDA,Kadena,,,,,,,,,,,,,1
627,0x80000273,SOUL,Phantasma,,,,,,,,,,,,,1
628,0x80000274,LORE,Gitopia,,,,,,,,,,,,,1
629,0x80000275,FNR,Fincor,,,,,,,,,,,,,1
630,0x80000276,NEXUS,Nexus,,,,,,,,,,,,,1
631,0x80000277,QTZ,Quartz,,,,,,,,,,,,,1
632,0x80000278,MAS,Massa,,,,,,,,,,,,,1
633,0x80000279,CALL,Callchain,,,,,,,,,,,,,1
634,0x8000027a,VAL,Validity,,,,,,,,,,,,,1
635,0x8000027b,POKT,Pocket Network,,,,,,,,,,,,,1
636,0x8000027c,EMIT,EMIT,,,,,,,,,,,,,1
637,0x8000027d,APTOS,Aptos,,,,,,,,,,,,,1
638,0x8000027e,ADON,ADON,,,,,,,,,,,,,1
639,0x8000027f,BTSG,BitSong,,,,,,,,,,,,,1
640,0x80000280,LFC,Leofcoin,,,,,,,,,,,,,1
641,0x80000281,KCS,KuCoin Shares,,,,,,,,,,,,,1
642,0x80000282,KCC,KuCoin Community Chain,,,,,,,,,,,,,1
643,0x80000283,AZERO,Aleph Zero,,,,,,,,,,,,,1
644,0x80000284,TREE,Tree,,,,,,,,,,,,,1
645,0x80000285,LX,Lynx,,,,,,,,,,,,,1
646,0x80000286,XLN,Lunarium,,,,,,,,,,,,,1
647,0x80000287,CIC,CIC Chain,,,,,,,,,,,,,1
648,0x80000288,ZRB,Zarb,,,,,,,,,,,,,1
649,0x80000289,---,reserved,,,,,,,,,,,,,1
650,0x8000028a,UCO,Archethic,,,,,,,,,,,,,1
651,0x8000028b,SFX,Safex Cash,,,,,,,,,,,,,1
652,0x8000028c,SFT,Safex Token,,,,,,,,,,,,,1
653,0x8000028d,WSFX,Wrapped Safex Cash,,,,,,,,,,,,,1
654,0x8000028e,USDG,US Digital Gold,,,,,,,,,,,,,1
655,0x8000028f,WMP,WAMP,,,,,,,,,,,,,1
656,0x80000290,EKTA,Ekta,,,,,,,,,,,,,1
657,0x80000291,YDA,YadaCoin,,,,,,,,,,,,,1
658,0x80000292,,,,,,,,,,,,,,,1
659,0x80000293,KOIN,Koinos,,,,,,,,,,,,,1
660,0x80000294,PIRATE,PirateCash,,,,,,,,,,,,,1
661,0x80000295,UNQ,Unique,,,,,,,,,,,,,1
662,0x80000296,,,,,,,,,,,,,,,1
663,0x80000297,SFRX,EtherGem Sapphire,,,,,,,,,,,,,1
664,0x80000298,BSTY,GlobalBoost-Y,,,,,,,,,,,,,1
665,0x80000299,IMP,Impact Protocol,,,,,,,,,,,,,1
666,0x8000029a,ACT,Achain,,,,,,,,,,,,,1
667,0x8000029b,PRKL,Perkle,,,,,,,,,,,,,1
668,0x8000029c,SSC,SelfSell,,,,,,,,,,,,,1
669,0x8000029d,GC,GateChain,,,,,,,,,,,,,1
670,0x8000029e,PLGR,Pledger,,,,,,,,,,,,,1
671,0x8000029f,MPLGR,Pledger,,,,,,,,,,,,,1
672,0x800002a0,KNOX,Knox,,,,,,,,,,,,,1
673,0x800002a1,ZED,ZED,,,,,,,,,,,,,1
674,0x800002a2,CNDL,Candle,,,,,,,,,,,,,1
675,0x800002a3,WLKR,Walker Crypto Innovation Index,,,,,,,,,,,,,1
676,0x800002a4,WLKRR,Walker,,,,,,,,,,,,,1
677,0x800002a5,YUNGE,Yunge,,,,,,,,,,,,,1
678,0x800002a6,Voken,Voken,,,,,,,,,,,,,1
679,0x800002a7,APL,Apollo,,,,,,,,,,,,,1
680,0x800002a8,Evrynet,Evrynet,,,,,,,,,,,,,1
681,0x800002a9,NENG,Nengcoin,,,,,,,,,,,,,1
682,0x800002aa,CHTA,Cheetahcoin,,,,,,,,,,,,,1
683,0x800002ab,ALEO,Aleo Network,,,,,,,,,,,,,1
684,0x800002ac,,,,,,,,,,,,,,,1
685,0x800002ad,OAS,Oasys,,,,,,,,,,,,,1
686,0x800002ae,KAR,Karura Network,,,,,,,,,,,,,1
687,0x800002af,,,,,,,,,,,,,,,1
688,0x800002b0,CET,CoinEx Chain,,,,,,,,,,,,,1
689,0x800002b1,,,,,,,,,,,,,,,1
690,0x800002b2,KLV,KleverChain,,,,,,,,,,,,,1
691,0x800002b3,,,,,,,,,,,,,,,1
692,0x800002b4,,,,,,,,,,,,,,,1
693,0x800002b5,,,,,,,,,,,,,,,1
694,0x800002b6,VTBC,VTB Community,,,,,,,,,,,,,1
695,0x800002b7,,,,,,,,,,,,,,,1
696,0x800002b8,,,,,,,,,,,,,,,1
697,0x800002b9,,,,,,,,,,,,,,,1
698,0x800002ba,VEIL,Veil,,,,,,,,,,,,,1
699,0x800002bb,GTB,GotaBit,,,,,,,,,,,,,1
700,0x800002bc,XDAI,xDai,,,,,,,,,,TRUE,,,1
701,0x800002bd,COM,Commercio,,,,,,,,,,,,,1
702,0x800002be,CCC,Commercio Cash Credit,,,,,,,,,,,,,1
703,0x800002bf,,,,,,,,,,,,,,,1
704,0x800002c0,RAQ,Ra Quantum,,,,,,,,,,,,,1
705,0x800002c1,PEG,Pegasus Token,,,,,,,,,,,,,1
706,0x800002c2,LKG,Lionking,,,,,,,,,,,,,1
707,0x800002c3,MCOIN,Moneta Coin,,,,,,,,,,,,,1
708,0x800002c4,,,,,,,,,,,,,,,1
709,0x800002c5,,,,,,,,,,,,,,,1
710,0x800002c6,FURY,Highbury,,,,,,,,,,,,,1
711,0x800002c7,CHC,Chaincoin,,,,,,,,,,,,,1
